Epoch,Training Accuracy,Test Accuracy
1,0.9565,0.9499
2,0.9667,0.9609
3,0.9704,0.9641
4,0.9719,0.9623
5,0.9780,0.9676
6,0.9812,0.9683
7,0.9813,0.9700
8,0.9855,0.9738
9,0.9828,0.9724
10,0.9856,0.9736
11,0.9881,0.9744
12,0.9837,0.9708
13,0.9903,0.9766
14,0.9878,0.9739
15,0.9888,0.9730
16,0.9860,0.9694
17,0.9886,0.9738
18,0.9900,0.9738
19,0.9850,0.9688
20,0.9930,0.9771
21,0.9901,0.9746
22,0.9919,0.9743
23,0.9907,0.9726
24,0.9883,0.9720
25,0.9902,0.9735
26,0.9924,0.9755
27,0.9917,0.9761
28,0.9932,0.9739
29,0.9921,0.9746
30,0.9922,0.9765
31,0.9950,0.9775
32,0.9931,0.9742
33,0.9926,0.9766
34,0.9938,0.9753
35,0.9913,0.9747
36,0.9923,0.9739
37,0.9950,0.9766
38,0.9926,0.9738
39,0.9910,0.9742
40,0.9940,0.9745
41,0.9905,0.9736
42,0.9937,0.9762
43,0.9945,0.9759
44,0.9921,0.9762
45,0.9900,0.9723
46,0.9942,0.9766
47,0.9944,0.9759
48,0.9942,0.9762
49,0.9947,0.9771
50,0.9957,0.9779
51,0.9916,0.9719
52,0.9950,0.9779
53,0.9941,0.9743
54,0.9956,0.9770
55,0.9942,0.9753
56,0.9939,0.9764
57,0.9959,0.9786
58,0.9941,0.9769
59,0.9957,0.9767
60,0.9954,0.9769
61,0.9938,0.9741
62,0.9925,0.9731
63,0.9962,0.9777
64,0.9956,0.9771
65,0.9951,0.9757
66,0.9951,0.9776
67,0.9942,0.9772
68,0.9938,0.9771
69,0.9927,0.9739
70,0.9949,0.9780
71,0.9948,0.9772
72,0.9958,0.9782
73,0.9958,0.9775
74,0.9943,0.9764
75,0.9968,0.9765
76,0.9930,0.9733
77,0.9947,0.9766
78,0.9959,0.9750
79,0.9915,0.9711
80,0.9933,0.9735
81,0.9956,0.9769
82,0.9957,0.9795
83,0.9948,0.9765
84,0.9934,0.9749
85,0.9964,0.9788
86,0.9947,0.9752
87,0.9944,0.9747
88,0.9932,0.9733
89,0.9957,0.9748
90,0.9963,0.9783
91,0.9952,0.9769
92,0.9943,0.9740
93,0.9958,0.9751
94,0.9971,0.9777
95,0.9928,0.9737
96,0.9972,0.9788
97,0.9958,0.9762
98,0.9948,0.9761
99,0.9951,0.9733
100,0.9962,0.9761
101,0.9936,0.9752
102,0.9943,0.9756
103,0.9936,0.9740
104,0.9942,0.9740
105,0.9954,0.9761
106,0.9934,0.9750
107,0.9951,0.9756
108,0.9970,0.9786
109,0.9905,0.9693
110,0.9935,0.9726
111,0.9951,0.9762
112,0.9949,0.9764
113,0.9955,0.9744
114,0.9953,0.9764
115,0.9963,0.9769
116,0.9922,0.9728
117,0.9940,0.9733
118,0.9939,0.9758
119,0.9961,0.9770
120,0.9950,0.9740
121,0.9952,0.9755
122,0.9941,0.9744
123,0.9955,0.9750
124,0.9957,0.9740
125,0.9959,0.9747
126,0.9976,0.9791
127,0.9969,0.9786
128,0.9964,0.9766
129,0.9924,0.9714
130,0.9940,0.9718
131,0.9946,0.9744
132,0.9970,0.9768
133,0.9927,0.9720
134,0.9931,0.9722
135,0.9957,0.9767
136,0.9951,0.9758
137,0.9953,0.9755
138,0.9952,0.9764
139,0.9927,0.9718
140,0.9936,0.9724
141,0.9962,0.9752
142,0.9963,0.9764
143,0.9937,0.9703
144,0.9949,0.9727
145,0.9933,0.9722
146,0.9926,0.9704
147,0.9961,0.9761
148,0.9968,0.9775
149,0.9971,0.9762
150,0.9927,0.9750
151,0.9965,0.9769
152,0.9933,0.9722
153,0.9946,0.9747
154,0.9969,0.9782
155,0.9946,0.9748
156,0.9922,0.9707
157,0.9941,0.9745
158,0.9956,0.9770
159,0.9936,0.9714
160,0.9971,0.9784
161,0.9960,0.9761
162,0.9952,0.9755
163,0.9929,0.9713
164,0.9871,0.9646
165,0.9930,0.9740
166,0.9946,0.9728
167,0.9952,0.9720
168,0.9954,0.9764
169,0.9901,0.9705
170,0.9956,0.9748
171,0.9970,0.9791
172,0.9925,0.9711
173,0.9936,0.9730
174,0.9946,0.9743
175,0.9916,0.9717
176,0.9936,0.9743
177,0.9939,0.9726
178,0.9931,0.9711
179,0.9951,0.9748
180,0.9942,0.9730
181,0.9944,0.9761
182,0.9952,0.9751
183,0.9949,0.9749
184,0.9917,0.9694
185,0.9906,0.9698
186,0.9938,0.9735
187,0.9950,0.9757
188,0.9923,0.9715
189,0.9953,0.9780
190,0.9942,0.9735
191,0.9904,0.9693
192,0.9946,0.9782
193,0.9954,0.9782
194,0.9947,0.9732
195,0.9912,0.9713
196,0.9918,0.9722
197,0.9937,0.9741
198,0.9943,0.9743
199,0.9946,0.9756
200,0.9954,0.9744
