Epoch,Training Accuracy,Test Accuracy
1,0.9444,0.9382
2,0.9658,0.9586
3,0.9616,0.9527
4,0.9775,0.9683
5,0.9764,0.9647
6,0.9742,0.9630
7,0.9819,0.9714
8,0.9808,0.9686
9,0.9823,0.9721
10,0.9816,0.9668
11,0.9804,0.9663
12,0.9842,0.9700
13,0.9827,0.9695
14,0.9805,0.9668
15,0.9849,0.9702
16,0.9887,0.9702
17,0.9863,0.9706
18,0.9860,0.9728
19,0.9854,0.9695
20,0.9863,0.9705
21,0.9873,0.9720
22,0.9874,0.9708
23,0.9909,0.9727
24,0.9895,0.9735
25,0.9909,0.9723
26,0.9907,0.9733
27,0.9901,0.9742
28,0.9924,0.9749
29,0.9899,0.9748
30,0.9897,0.9714
31,0.9904,0.9697
32,0.9905,0.9735
33,0.9926,0.9716
34,0.9898,0.9706
35,0.9916,0.9737
36,0.9919,0.9742
37,0.9919,0.9715
38,0.9916,0.9740
39,0.9929,0.9718
40,0.9836,0.9666
41,0.9884,0.9681
42,0.9904,0.9732
43,0.9922,0.9747
44,0.9917,0.9739
45,0.9936,0.9725
46,0.9910,0.9710
47,0.9907,0.9722
48,0.9930,0.9744
49,0.9921,0.9742
50,0.9945,0.9750
51,0.9930,0.9726
52,0.9913,0.9716
53,0.9890,0.9688
54,0.9937,0.9751
55,0.9915,0.9714
56,0.9910,0.9694
57,0.9905,0.9707
58,0.9937,0.9745
59,0.9908,0.9719
60,0.9948,0.9732
61,0.9922,0.9736
62,0.9943,0.9769
63,0.9937,0.9750
64,0.9938,0.9739
65,0.9908,0.9721
66,0.9944,0.9753
67,0.9904,0.9709
68,0.9870,0.9693
69,0.9943,0.9732
70,0.9895,0.9694
71,0.9932,0.9709
72,0.9858,0.9659
73,0.9942,0.9725
74,0.9938,0.9726
75,0.9943,0.9743
76,0.9926,0.9686
77,0.9915,0.9699
78,0.9948,0.9748
79,0.9934,0.9754
80,0.9933,0.9719
81,0.9958,0.9751
82,0.9922,0.9708
83,0.9876,0.9651
84,0.9918,0.9713
85,0.9955,0.9754
86,0.9935,0.9728
87,0.9934,0.9731
88,0.9956,0.9737
89,0.9933,0.9737
90,0.9902,0.9664
91,0.9903,0.9675
92,0.9938,0.9722
93,0.9939,0.9716
94,0.9902,0.9668
95,0.9902,0.9707
96,0.9922,0.9708
97,0.9951,0.9760
98,0.9920,0.9716
99,0.9915,0.9729
100,0.9933,0.9737
101,0.9938,0.9733
102,0.9943,0.9746
103,0.9942,0.9723
104,0.9945,0.9736
105,0.9938,0.9729
106,0.9927,0.9725
107,0.9957,0.9739
108,0.9953,0.9731
109,0.9892,0.9672
110,0.9909,0.9690
111,0.9926,0.9702
112,0.9943,0.9713
113,0.9932,0.9691
114,0.9918,0.9683
115,0.9930,0.9712
116,0.9894,0.9665
117,0.9928,0.9686
118,0.9920,0.9705
119,0.9885,0.9658
120,0.9933,0.9713
121,0.9933,0.9706
122,0.9935,0.9708
123,0.9942,0.9726
124,0.9961,0.9730
125,0.9935,0.9701
126,0.9949,0.9710
127,0.9926,0.9717
128,0.9925,0.9694
129,0.9953,0.9735
130,0.9961,0.9735
131,0.9885,0.9622
132,0.9900,0.9674
133,0.9915,0.9693
134,0.9912,0.9683
135,0.9842,0.9616
136,0.9948,0.9725
137,0.9955,0.9747
138,0.9916,0.9674
139,0.9926,0.9684
140,0.9951,0.9717
141,0.9960,0.9735
142,0.9968,0.9742
143,0.9890,0.9642
144,0.9788,0.9554
145,0.9914,0.9684
146,0.9955,0.9718
147,0.9954,0.9737
148,0.9920,0.9687
149,0.9909,0.9709
150,0.9896,0.9663
151,0.9895,0.9675
152,0.9878,0.9663
153,0.9946,0.9732
154,0.9921,0.9684
155,0.9936,0.9735
156,0.9924,0.9694
157,0.9908,0.9694
158,0.9925,0.9722
159,0.9906,0.9667
160,0.9856,0.9610
161,0.9848,0.9617
162,0.9950,0.9713
163,0.9899,0.9686
164,0.9929,0.9701
165,0.9930,0.9725
166,0.9942,0.9715
167,0.9881,0.9676
168,0.9923,0.9690
169,0.9929,0.9695
170,0.9936,0.9718
171,0.9826,0.9596
172,0.9895,0.9687
173,0.9885,0.9666
174,0.9855,0.9645
175,0.9883,0.9638
176,0.9933,0.9724
177,0.9949,0.9731
178,0.9937,0.9705
179,0.9931,0.9690
180,0.9927,0.9684
181,0.9951,0.9705
182,0.9913,0.9664
183,0.9945,0.9723
184,0.9871,0.9631
185,0.9927,0.9722
186,0.9884,0.9651
187,0.9874,0.9664
188,0.9868,0.9653
189,0.9917,0.9725
190,0.9941,0.9715
191,0.9937,0.9711
192,0.9952,0.9732
193,0.9936,0.9710
194,0.9859,0.9636
195,0.9926,0.9699
196,0.9855,0.9660
197,0.9891,0.9651
198,0.9924,0.9700
199,0.9906,0.9653
200,0.9928,0.9704
