Epoch,Training Accuracy,Test Accuracy
1,0.9093,0.9101
2,0.9251,0.9214
3,0.9317,0.9288
4,0.9346,0.9307
5,0.9399,0.9355
6,0.9359,0.9315
7,0.9444,0.9372
8,0.9464,0.9416
9,0.9458,0.9388
10,0.9449,0.9381
11,0.9471,0.9392
12,0.9416,0.9391
13,0.9485,0.9418
14,0.9521,0.9437
15,0.9560,0.9445
16,0.9474,0.9367
17,0.9515,0.9411
18,0.9488,0.9417
19,0.9533,0.9395
20,0.9473,0.9346
21,0.9546,0.9430
22,0.9500,0.9388
23,0.9505,0.9391
24,0.9516,0.9382
25,0.9547,0.9392
26,0.9544,0.9412
27,0.9565,0.9428
28,0.9523,0.9374
29,0.9533,0.9393
30,0.9577,0.9426
31,0.9552,0.9420
32,0.9543,0.9396
33,0.9571,0.9424
34,0.9557,0.9432
35,0.9458,0.9339
36,0.9516,0.9382
37,0.9513,0.9392
38,0.9539,0.9356
39,0.9596,0.9426
40,0.9568,0.9400
41,0.9570,0.9407
42,0.9567,0.9411
43,0.9565,0.9417
44,0.9593,0.9435
45,0.9578,0.9394
46,0.9565,0.9387
47,0.9598,0.9422
48,0.9582,0.9415
49,0.9585,0.9416
50,0.9625,0.9435
51,0.9507,0.9345
52,0.9557,0.9393
53,0.9551,0.9344
54,0.9563,0.9380
55,0.9572,0.9371
56,0.9579,0.9402
57,0.9537,0.9364
58,0.9530,0.9361
59,0.9619,0.9445
60,0.9579,0.9374
61,0.9597,0.9395
62,0.9591,0.9401
63,0.9520,0.9354
64,0.9559,0.9377
65,0.9604,0.9422
66,0.9546,0.9351
67,0.9574,0.9404
68,0.9619,0.9431
69,0.9598,0.9422
70,0.9583,0.9412
71,0.9561,0.9368
72,0.9633,0.9405
73,0.9604,0.9377
74,0.9518,0.9332
75,0.9627,0.9419
76,0.9588,0.9395
77,0.9564,0.9393
78,0.9615,0.9402
79,0.9633,0.9425
80,0.9621,0.9408
81,0.9624,0.9411
82,0.9561,0.9313
83,0.9545,0.9358
84,0.9593,0.9388
85,0.9612,0.9424
86,0.9607,0.9373
87,0.9601,0.9383
88,0.9643,0.9406
89,0.9617,0.9404
90,0.9566,0.9360
91,0.9602,0.9383
92,0.9603,0.9384
93,0.9648,0.9399
94,0.9605,0.9382
95,0.9624,0.9405
96,0.9607,0.9393
97,0.9600,0.9374
98,0.9606,0.9362
99,0.9558,0.9333
100,0.9564,0.9321
101,0.9591,0.9395
102,0.9605,0.9365
103,0.9633,0.9406
104,0.9553,0.9350
105,0.9637,0.9406
106,0.9596,0.9359
107,0.9576,0.9338
108,0.9569,0.9346
109,0.9614,0.9377
110,0.9597,0.9391
111,0.9638,0.9393
112,0.9609,0.9378
113,0.9519,0.9278
114,0.9660,0.9410
115,0.9606,0.9381
116,0.9633,0.9390
117,0.9620,0.9380
118,0.9588,0.9323
119,0.9619,0.9389
120,0.9593,0.9370
121,0.9620,0.9368
122,0.9618,0.9388
123,0.9663,0.9425
124,0.9647,0.9445
125,0.9633,0.9406
126,0.9542,0.9344
127,0.9628,0.9406
128,0.9629,0.9392
129,0.9621,0.9360
130,0.9630,0.9361
131,0.9637,0.9404
132,0.9577,0.9317
133,0.9637,0.9421
134,0.9600,0.9354
135,0.9622,0.9372
136,0.9565,0.9376
137,0.9650,0.9411
138,0.9643,0.9414
139,0.9601,0.9355
140,0.9640,0.9367
141,0.9570,0.9305
142,0.9609,0.9358
143,0.9634,0.9371
144,0.9643,0.9377
145,0.9594,0.9340
146,0.9656,0.9408
147,0.9586,0.9343
148,0.9628,0.9381
149,0.9593,0.9350
150,0.9657,0.9401
151,0.9622,0.9360
152,0.9643,0.9376
153,0.9620,0.9390
154,0.9570,0.9337
155,0.9627,0.9358
156,0.9600,0.9348
157,0.9680,0.9419
158,0.9650,0.9368
159,0.9603,0.9355
160,0.9576,0.9334
161,0.9587,0.9341
162,0.9640,0.9373
163,0.9659,0.9393
164,0.9632,0.9381
165,0.9657,0.9379
166,0.9615,0.9357
167,0.9636,0.9372
168,0.9671,0.9398
169,0.9659,0.9377
170,0.9593,0.9320
171,0.9627,0.9373
172,0.9641,0.9361
173,0.9593,0.9323
174,0.9623,0.9343
175,0.9646,0.9379
176,0.9660,0.9363
177,0.9565,0.9331
178,0.9670,0.9383
179,0.9654,0.9383
180,0.9626,0.9351
181,0.9650,0.9385
182,0.9591,0.9348
183,0.9644,0.9367
184,0.9655,0.9365
185,0.9619,0.9338
186,0.9631,0.9391
187,0.9655,0.9372
188,0.9569,0.9315
189,0.9606,0.9363
190,0.9661,0.9415
191,0.9664,0.9410
192,0.9643,0.9393
193,0.9659,0.9402
194,0.9618,0.9375
195,0.9602,0.9342
196,0.9627,0.9365
197,0.9644,0.9356
198,0.9619,0.9382
199,0.9610,0.9335
200,0.9603,0.9326
