Epoch,Training Accuracy,Test Accuracy
1,0.9517,0.9465
2,0.9603,0.9552
3,0.9679,0.9610
4,0.9750,0.9670
5,0.9738,0.9622
6,0.9776,0.9683
7,0.9803,0.9666
8,0.9789,0.9656
9,0.9805,0.9669
10,0.9815,0.9679
11,0.9842,0.9719
12,0.9829,0.9676
13,0.9829,0.9695
14,0.9843,0.9697
15,0.9863,0.9716
16,0.9778,0.9629
17,0.9887,0.9724
18,0.9867,0.9711
19,0.9870,0.9737
20,0.9846,0.9671
21,0.9879,0.9720
22,0.9827,0.9644
23,0.9872,0.9705
24,0.9879,0.9706
25,0.9886,0.9718
26,0.9915,0.9742
27,0.9885,0.9683
28,0.9893,0.9693
29,0.9868,0.9703
30,0.9909,0.9717
31,0.9918,0.9734
32,0.9875,0.9689
33,0.9861,0.9668
34,0.9931,0.9725
35,0.9901,0.9710
36,0.9908,0.9712
37,0.9868,0.9678
38,0.9798,0.9615
39,0.9904,0.9709
40,0.9898,0.9702
41,0.9918,0.9736
42,0.9920,0.9712
43,0.9930,0.9717
44,0.9917,0.9710
45,0.9918,0.9718
46,0.9879,0.9670
47,0.9915,0.9735
48,0.9914,0.9690
49,0.9892,0.9700
50,0.9920,0.9706
51,0.9929,0.9691
52,0.9920,0.9713
53,0.9945,0.9742
54,0.9931,0.9709
55,0.9909,0.9703
56,0.9909,0.9705
57,0.9907,0.9681
58,0.9927,0.9711
59,0.9926,0.9710
60,0.9928,0.9712
61,0.9916,0.9712
62,0.9930,0.9711
63,0.9921,0.9694
64,0.9942,0.9721
65,0.9949,0.9730
66,0.9932,0.9724
67,0.9933,0.9708
68,0.9883,0.9645
69,0.9895,0.9688
70,0.9917,0.9718
71,0.9943,0.9735
72,0.9931,0.9705
73,0.9931,0.9721
74,0.9953,0.9743
75,0.9889,0.9658
76,0.9917,0.9679
77,0.9916,0.9684
78,0.9920,0.9696
79,0.9922,0.9714
80,0.9927,0.9696
81,0.9897,0.9668
82,0.9869,0.9660
83,0.9948,0.9712
84,0.9936,0.9735
85,0.9926,0.9698
86,0.9921,0.9701
87,0.9930,0.9709
88,0.9946,0.9736
89,0.9937,0.9723
90,0.9926,0.9700
91,0.9939,0.9707
92,0.9939,0.9710
93,0.9895,0.9666
94,0.9919,0.9699
95,0.9953,0.9714
96,0.9955,0.9712
97,0.9941,0.9735
98,0.9954,0.9722
99,0.9909,0.9654
100,0.9953,0.9725
101,0.9902,0.9682
102,0.9959,0.9733
103,0.9953,0.9716
104,0.9925,0.9697
105,0.9944,0.9728
106,0.9940,0.9704
107,0.9953,0.9710
108,0.9954,0.9702
109,0.9923,0.9681
110,0.9903,0.9678
111,0.9917,0.9685
112,0.9945,0.9714
113,0.9950,0.9709
114,0.9956,0.9734
115,0.9926,0.9699
116,0.9950,0.9722
117,0.9945,0.9699
118,0.9954,0.9727
119,0.9910,0.9662
120,0.9940,0.9718
121,0.9883,0.9682
122,0.9932,0.9708
123,0.9956,0.9726
124,0.9950,0.9710
125,0.9945,0.9709
126,0.9944,0.9707
127,0.9934,0.9693
128,0.9913,0.9678
129,0.9956,0.9721
130,0.9954,0.9723
131,0.9954,0.9724
132,0.9952,0.9706
133,0.9912,0.9682
134,0.9918,0.9675
135,0.9940,0.9722
136,0.9947,0.9708
137,0.9950,0.9717
138,0.9947,0.9715
139,0.9902,0.9667
140,0.9913,0.9654
141,0.9932,0.9703
142,0.9936,0.9707
143,0.9945,0.9700
144,0.9914,0.9679
145,0.9930,0.9713
146,0.9940,0.9706
147,0.9950,0.9725
148,0.9948,0.9710
149,0.9947,0.9726
150,0.9930,0.9694
151,0.9958,0.9723
152,0.9948,0.9709
153,0.9917,0.9685
154,0.9959,0.9726
155,0.9935,0.9715
156,0.9945,0.9704
157,0.9909,0.9688
158,0.9924,0.9689
159,0.9943,0.9712
160,0.9912,0.9691
161,0.9956,0.9716
162,0.9960,0.9726
163,0.9951,0.9715
164,0.9914,0.9680
165,0.9957,0.9711
166,0.9922,0.9668
167,0.9941,0.9699
168,0.9941,0.9699
169,0.9955,0.9705
170,0.9937,0.9695
171,0.9922,0.9659
172,0.9954,0.9719
173,0.9954,0.9694
174,0.9939,0.9686
175,0.9948,0.9699
176,0.9937,0.9690
177,0.9940,0.9698
178,0.9872,0.9638
179,0.9958,0.9708
180,0.9957,0.9702
181,0.9951,0.9682
182,0.9950,0.9701
183,0.9948,0.9715
184,0.9920,0.9680
185,0.9962,0.9731
186,0.9962,0.9727
187,0.9900,0.9677
188,0.9938,0.9689
189,0.9955,0.9724
190,0.9948,0.9733
191,0.9938,0.9701
192,0.9915,0.9659
193,0.9958,0.9733
194,0.9954,0.9708
195,0.9949,0.9708
196,0.9941,0.9686
197,0.9958,0.9728
198,0.9858,0.9600
199,0.9935,0.9666
200,0.9942,0.9713
