Epoch,Training Accuracy,Test Accuracy
1,0.9443,0.9391
2,0.9574,0.9507
3,0.9624,0.9571
4,0.9624,0.9524
5,0.9671,0.9577
6,0.9694,0.9573
7,0.9708,0.9599
8,0.9713,0.9585
9,0.9784,0.9662
10,0.9728,0.9575
11,0.9788,0.9636
12,0.9742,0.9599
13,0.9764,0.9613
14,0.9728,0.9585
15,0.9788,0.9626
16,0.9782,0.9622
17,0.9815,0.9635
18,0.9777,0.9594
19,0.9804,0.9640
20,0.9785,0.9633
21,0.9800,0.9613
22,0.9801,0.9635
23,0.9819,0.9627
24,0.9786,0.9601
25,0.9787,0.9626
26,0.9814,0.9644
27,0.9802,0.9592
28,0.9828,0.9635
29,0.9844,0.9644
30,0.9829,0.9648
31,0.9843,0.9631
32,0.9843,0.9650
33,0.9817,0.9614
34,0.9802,0.9606
35,0.9848,0.9631
36,0.9820,0.9591
37,0.9837,0.9649
38,0.9827,0.9610
39,0.9852,0.9627
40,0.9847,0.9639
41,0.9846,0.9616
42,0.9801,0.9574
43,0.9868,0.9646
44,0.9823,0.9603
45,0.9851,0.9610
46,0.9810,0.9600
47,0.9862,0.9625
48,0.9866,0.9624
49,0.9839,0.9622
50,0.9843,0.9604
51,0.9855,0.9632
52,0.9879,0.9653
53,0.9823,0.9558
54,0.9862,0.9619
55,0.9850,0.9620
56,0.9861,0.9638
57,0.9864,0.9618
58,0.9843,0.9609
59,0.9879,0.9630
60,0.9888,0.9628
61,0.9854,0.9595
62,0.9845,0.9600
63,0.9830,0.9602
64,0.9860,0.9602
65,0.9858,0.9606
66,0.9876,0.9626
67,0.9859,0.9608
68,0.9875,0.9648
69,0.9892,0.9627
70,0.9886,0.9640
71,0.9856,0.9630
72,0.9820,0.9578
73,0.9877,0.9637
74,0.9887,0.9627
75,0.9889,0.9613
76,0.9845,0.9586
77,0.9883,0.9631
78,0.9852,0.9597
79,0.9868,0.9605
80,0.9857,0.9594
81,0.9864,0.9622
82,0.9840,0.9571
83,0.9867,0.9614
84,0.9893,0.9637
85,0.9878,0.9616
86,0.9896,0.9624
87,0.9921,0.9646
88,0.9870,0.9612
89,0.9882,0.9597
90,0.9905,0.9610
91,0.9901,0.9633
92,0.9893,0.9622
93,0.9823,0.9545
94,0.9857,0.9590
95,0.9873,0.9620
96,0.9912,0.9637
97,0.9860,0.9593
98,0.9868,0.9576
99,0.9891,0.9604
100,0.9902,0.9608
101,0.9874,0.9620
102,0.9873,0.9616
103,0.9911,0.9639
104,0.9888,0.9609
105,0.9886,0.9626
106,0.9922,0.9640
107,0.9877,0.9602
108,0.9874,0.9596
109,0.9883,0.9600
110,0.9884,0.9610
111,0.9909,0.9628
112,0.9923,0.9646
113,0.9906,0.9625
114,0.9894,0.9615
115,0.9877,0.9604
116,0.9906,0.9635
117,0.9913,0.9644
118,0.9901,0.9636
119,0.9896,0.9614
120,0.9885,0.9614
121,0.9899,0.9625
122,0.9883,0.9624
123,0.9884,0.9588
124,0.9886,0.9614
125,0.9862,0.9584
126,0.9918,0.9630
127,0.9912,0.9648
128,0.9901,0.9590
129,0.9912,0.9637
130,0.9848,0.9557
131,0.9912,0.9614
132,0.9877,0.9584
133,0.9900,0.9622
134,0.9883,0.9620
135,0.9887,0.9599
136,0.9905,0.9622
137,0.9906,0.9611
138,0.9898,0.9622
139,0.9863,0.9589
140,0.9914,0.9589
141,0.9856,0.9571
142,0.9924,0.9618
143,0.9916,0.9623
144,0.9883,0.9599
145,0.9901,0.9625
146,0.9914,0.9605
147,0.9920,0.9610
148,0.9882,0.9586
149,0.9915,0.9612
150,0.9924,0.9611
151,0.9880,0.9592
152,0.9890,0.9581
153,0.9921,0.9621
154,0.9899,0.9601
155,0.9936,0.9622
156,0.9865,0.9580
157,0.9925,0.9621
158,0.9937,0.9626
159,0.9905,0.9610
160,0.9895,0.9577
161,0.9902,0.9618
162,0.9927,0.9623
163,0.9926,0.9613
164,0.9898,0.9606
165,0.9922,0.9614
166,0.9905,0.9593
167,0.9924,0.9639
168,0.9874,0.9595
169,0.9899,0.9594
170,0.9899,0.9608
171,0.9929,0.9648
172,0.9921,0.9623
173,0.9903,0.9606
174,0.9861,0.9563
175,0.9870,0.9592
176,0.9862,0.9581
177,0.9928,0.9621
178,0.9887,0.9600
179,0.9913,0.9626
180,0.9892,0.9622
181,0.9922,0.9630
182,0.9892,0.9595
183,0.9929,0.9634
184,0.9907,0.9620
185,0.9909,0.9617
186,0.9922,0.9600
187,0.9928,0.9626
188,0.9907,0.9595
189,0.9904,0.9571
190,0.9929,0.9626
191,0.9886,0.9589
192,0.9937,0.9611
193,0.9901,0.9587
194,0.9923,0.9609
195,0.9909,0.9609
196,0.9919,0.9600
197,0.9922,0.9637
198,0.9872,0.9575
199,0.9931,0.9657
200,0.9906,0.9605
