Epoch,Training Accuracy,Test Accuracy
1,0.8423,0.8427
2,0.9134,0.9129
3,0.9292,0.9257
4,0.9367,0.9320
5,0.9413,0.9379
6,0.9535,0.9477
7,0.9517,0.9445
8,0.9591,0.9487
9,0.9551,0.9487
10,0.9605,0.9534
11,0.9558,0.9492
12,0.9654,0.9556
13,0.9603,0.9485
14,0.9646,0.9535
15,0.9648,0.9536
16,0.9661,0.9546
17,0.9655,0.9523
18,0.9681,0.9558
19,0.9673,0.9546
20,0.9679,0.9544
21,0.9621,0.9500
22,0.9686,0.9557
23,0.9665,0.9520
24,0.9684,0.9550
25,0.9658,0.9535
26,0.9660,0.9530
27,0.9693,0.9520
28,0.9708,0.9541
29,0.9693,0.9535
30,0.9665,0.9498
31,0.9712,0.9556
32,0.9729,0.9561
33,0.9693,0.9519
34,0.9665,0.9488
35,0.9706,0.9552
36,0.9711,0.9529
37,0.9721,0.9536
38,0.9693,0.9525
39,0.9705,0.9531
40,0.9689,0.9502
41,0.9669,0.9506
42,0.9715,0.9508
43,0.9729,0.9519
44,0.9751,0.9549
45,0.9744,0.9542
46,0.9749,0.9554
47,0.9712,0.9484
48,0.9728,0.9536
49,0.9707,0.9513
50,0.9707,0.9500
51,0.9709,0.9555
52,0.9707,0.9526
53,0.9728,0.9546
54,0.9701,0.9502
55,0.9725,0.9510
56,0.9768,0.9561
57,0.9698,0.9508
58,0.9762,0.9537
59,0.9740,0.9522
60,0.9766,0.9533
61,0.9761,0.9519
62,0.9768,0.9547
63,0.9752,0.9516
64,0.9742,0.9517
65,0.9719,0.9519
66,0.9748,0.9531
67,0.9771,0.9532
68,0.9754,0.9522
69,0.9772,0.9531
70,0.9761,0.9540
71,0.9779,0.9554
72,0.9729,0.9492
73,0.9775,0.9539
74,0.9788,0.9545
75,0.9758,0.9517
76,0.9767,0.9532
77,0.9752,0.9501
78,0.9774,0.9532
79,0.9790,0.9542
80,0.9760,0.9534
81,0.9755,0.9513
82,0.9780,0.9517
83,0.9798,0.9545
84,0.9796,0.9545
85,0.9761,0.9519
86,0.9760,0.9527
87,0.9708,0.9468
88,0.9809,0.9532
89,0.9809,0.9535
90,0.9768,0.9523
91,0.9802,0.9541
92,0.9765,0.9535
93,0.9765,0.9526
94,0.9782,0.9526
95,0.9782,0.9529
96,0.9779,0.9536
97,0.9806,0.9540
98,0.9789,0.9534
99,0.9766,0.9520
100,0.9773,0.9521
101,0.9795,0.9543
102,0.9744,0.9493
103,0.9761,0.9506
104,0.9754,0.9496
105,0.9763,0.9513
106,0.9792,0.9536
107,0.9800,0.9528
108,0.9794,0.9562
109,0.9738,0.9504
110,0.9793,0.9537
111,0.9716,0.9506
112,0.9788,0.9503
113,0.9795,0.9512
114,0.9781,0.9531
115,0.9774,0.9505
116,0.9788,0.9499
117,0.9801,0.9537
118,0.9757,0.9503
119,0.9757,0.9493
120,0.9782,0.9510
121,0.9784,0.9508
122,0.9821,0.9554
123,0.9828,0.9562
124,0.9835,0.9520
125,0.9818,0.9548
126,0.9797,0.9511
127,0.9806,0.9509
128,0.9790,0.9543
129,0.9803,0.9522
130,0.9811,0.9516
131,0.9822,0.9554
132,0.9811,0.9538
133,0.9760,0.9505
134,0.9825,0.9519
135,0.9838,0.9559
136,0.9843,0.9556
137,0.9775,0.9516
138,0.9797,0.9508
139,0.9835,0.9550
140,0.9799,0.9530
141,0.9789,0.9500
142,0.9796,0.9524
143,0.9836,0.9532
144,0.9837,0.9551
145,0.9823,0.9524
146,0.9796,0.9494
147,0.9796,0.9510
148,0.9839,0.9524
149,0.9808,0.9510
150,0.9808,0.9507
151,0.9780,0.9473
152,0.9794,0.9496
153,0.9807,0.9522
154,0.9820,0.9525
155,0.9763,0.9483
156,0.9807,0.9519
157,0.9777,0.9502
158,0.9790,0.9480
159,0.9815,0.9531
160,0.9804,0.9510
161,0.9826,0.9530
162,0.9830,0.9533
163,0.9850,0.9535
164,0.9815,0.9498
165,0.9798,0.9527
166,0.9805,0.9505
167,0.9818,0.9511
168,0.9777,0.9507
169,0.9827,0.9532
170,0.9830,0.9516
171,0.9828,0.9517
172,0.9817,0.9509
173,0.9811,0.9516
174,0.9778,0.9484
175,0.9843,0.9543
176,0.9848,0.9535
177,0.9841,0.9521
178,0.9780,0.9482
179,0.9827,0.9507
180,0.9820,0.9511
181,0.9798,0.9466
182,0.9812,0.9519
183,0.9797,0.9523
184,0.9794,0.9498
185,0.9825,0.9539
186,0.9840,0.9523
187,0.9823,0.9509
188,0.9841,0.9509
189,0.9759,0.9478
190,0.9818,0.9497
191,0.9840,0.9531
192,0.9841,0.9522
193,0.9827,0.9510
194,0.9807,0.9514
195,0.9849,0.9551
196,0.9862,0.9543
197,0.9837,0.9529
198,0.9845,0.9544
199,0.9794,0.9495
200,0.9845,0.9526
