Epoch,Training Accuracy,Test Accuracy
1,0.9379,0.9361
2,0.9489,0.9424
3,0.9511,0.9449
4,0.9590,0.9526
5,0.9586,0.9484
6,0.9608,0.9552
7,0.9646,0.9540
8,0.9661,0.9555
9,0.9639,0.9507
10,0.9594,0.9494
11,0.9648,0.9526
12,0.9693,0.9558
13,0.9670,0.9549
14,0.9707,0.9567
15,0.9671,0.9557
16,0.9656,0.9491
17,0.9699,0.9532
18,0.9697,0.9526
19,0.9710,0.9528
20,0.9737,0.9566
21,0.9721,0.9562
22,0.9707,0.9544
23,0.9735,0.9559
24,0.9692,0.9521
25,0.9733,0.9536
26,0.9668,0.9485
27,0.9649,0.9488
28,0.9748,0.9542
29,0.9746,0.9559
30,0.9751,0.9526
31,0.9708,0.9530
32,0.9753,0.9545
33,0.9725,0.9540
34,0.9740,0.9516
35,0.9738,0.9529
36,0.9730,0.9508
37,0.9698,0.9477
38,0.9726,0.9527
39,0.9732,0.9524
40,0.9709,0.9505
41,0.9754,0.9550
42,0.9781,0.9562
43,0.9741,0.9503
44,0.9747,0.9505
45,0.9747,0.9517
46,0.9769,0.9523
47,0.9765,0.9515
48,0.9774,0.9531
49,0.9742,0.9502
50,0.9680,0.9415
51,0.9764,0.9533
52,0.9760,0.9510
53,0.9783,0.9506
54,0.9752,0.9515
55,0.9757,0.9538
56,0.9713,0.9465
57,0.9787,0.9530
58,0.9807,0.9550
59,0.9788,0.9499
60,0.9777,0.9526
61,0.9785,0.9508
62,0.9755,0.9479
63,0.9768,0.9506
64,0.9771,0.9507
65,0.9800,0.9520
66,0.9802,0.9508
67,0.9776,0.9503
68,0.9724,0.9451
69,0.9789,0.9492
70,0.9743,0.9439
71,0.9759,0.9445
72,0.9779,0.9487
73,0.9793,0.9444
74,0.9805,0.9503
75,0.9746,0.9466
76,0.9781,0.9473
77,0.9803,0.9497
78,0.9726,0.9414
79,0.9813,0.9506
80,0.9781,0.9514
81,0.9795,0.9502
82,0.9798,0.9461
83,0.9785,0.9479
84,0.9783,0.9475
85,0.9816,0.9471
86,0.9766,0.9461
87,0.9766,0.9435
88,0.9819,0.9516
89,0.9687,0.9409
90,0.9794,0.9476
91,0.9795,0.9452
92,0.9806,0.9508
93,0.9798,0.9491
94,0.9815,0.9500
95,0.9810,0.9476
96,0.9742,0.9430
97,0.9805,0.9500
98,0.9770,0.9449
99,0.9781,0.9498
100,0.9803,0.9482
101,0.9813,0.9501
102,0.9802,0.9471
103,0.9829,0.9506
104,0.9807,0.9476
105,0.9820,0.9494
106,0.9780,0.9466
107,0.9811,0.9450
108,0.9801,0.9470
109,0.9827,0.9478
110,0.9825,0.9480
111,0.9809,0.9474
112,0.9800,0.9492
113,0.9821,0.9458
114,0.9812,0.9468
115,0.9829,0.9494
116,0.9799,0.9462
117,0.9840,0.9499
118,0.9825,0.9486
119,0.9721,0.9418
120,0.9816,0.9485
121,0.9796,0.9463
122,0.9788,0.9446
123,0.9762,0.9434
124,0.9769,0.9458
125,0.9810,0.9445
126,0.9793,0.9441
127,0.9843,0.9476
128,0.9848,0.9461
129,0.9820,0.9429
130,0.9826,0.9474
131,0.9784,0.9414
132,0.9820,0.9467
133,0.9830,0.9466
134,0.9843,0.9456
135,0.9803,0.9438
136,0.9840,0.9468
137,0.9814,0.9438
138,0.9800,0.9442
139,0.9828,0.9469
140,0.9829,0.9470
141,0.9826,0.9440
142,0.9837,0.9461
143,0.9828,0.9457
144,0.9808,0.9435
145,0.9802,0.9413
146,0.9811,0.9454
147,0.9841,0.9425
148,0.9854,0.9462
149,0.9861,0.9462
150,0.9746,0.9390
151,0.9809,0.9446
152,0.9866,0.9459
153,0.9838,0.9450
154,0.9856,0.9473
155,0.9809,0.9459
156,0.9848,0.9477
157,0.9811,0.9427
158,0.9848,0.9470
159,0.9860,0.9465
160,0.9839,0.9454
161,0.9850,0.9464
162,0.9852,0.9461
163,0.9863,0.9483
164,0.9803,0.9422
165,0.9854,0.9470
166,0.9785,0.9426
167,0.9846,0.9464
168,0.9835,0.9460
169,0.9782,0.9407
170,0.9841,0.9443
171,0.9857,0.9458
172,0.9849,0.9440
173,0.9848,0.9430
174,0.9759,0.9412
175,0.9877,0.9462
176,0.9838,0.9434
177,0.9853,0.9459
178,0.9867,0.9434
179,0.9841,0.9464
180,0.9861,0.9455
181,0.9850,0.9447
182,0.9800,0.9413
183,0.9853,0.9444
184,0.9851,0.9446
185,0.9838,0.9449
186,0.9868,0.9463
187,0.9862,0.9441
188,0.9830,0.9457
189,0.9820,0.9435
190,0.9850,0.9465
191,0.9830,0.9424
192,0.9864,0.9456
193,0.9851,0.9429
194,0.9869,0.9474
195,0.9871,0.9447
196,0.9827,0.9433
197,0.9851,0.9482
198,0.9864,0.9449
199,0.9868,0.9440
200,0.9852,0.9433
