Epoch,Training Accuracy,Test Accuracy
1,0.8660,0.8639
2,0.8926,0.8933
3,0.8951,0.8934
4,0.8912,0.8851
5,0.8966,0.8947
6,0.9003,0.8956
7,0.8993,0.8937
8,0.9083,0.9024
9,0.9003,0.8978
10,0.9076,0.9024
11,0.9000,0.8976
12,0.9056,0.9034
13,0.9033,0.8947
14,0.9057,0.9010
15,0.9027,0.8945
16,0.8996,0.8974
17,0.9051,0.9013
18,0.9005,0.8914
19,0.9063,0.8994
20,0.9105,0.9006
21,0.9056,0.9011
22,0.9118,0.9058
23,0.9010,0.8952
24,0.9070,0.8994
25,0.9083,0.8993
26,0.9062,0.8957
27,0.9096,0.9019
28,0.9111,0.9032
29,0.9086,0.8975
30,0.9068,0.8970
31,0.9046,0.8993
32,0.9056,0.8996
33,0.8962,0.8843
34,0.8998,0.8905
35,0.9048,0.8939
36,0.9096,0.9009
37,0.9008,0.8895
38,0.9113,0.9030
39,0.9064,0.8969
40,0.9094,0.9035
41,0.9084,0.8966
42,0.9115,0.9032
43,0.9027,0.8957
44,0.9026,0.8963
45,0.9069,0.8936
46,0.9112,0.9014
47,0.9059,0.8980
48,0.9021,0.8928
49,0.9049,0.8917
50,0.9022,0.8906
51,0.9110,0.8990
52,0.9093,0.8968
53,0.9111,0.8998
54,0.9046,0.8958
55,0.9086,0.8966
56,0.9060,0.9004
57,0.9106,0.8984
58,0.9165,0.9056
59,0.9014,0.8892
60,0.9106,0.9009
61,0.9135,0.9023
62,0.9151,0.9034
63,0.9103,0.8991
64,0.8971,0.8912
65,0.9110,0.9010
66,0.9141,0.9026
67,0.9116,0.8977
68,0.9113,0.8962
69,0.9090,0.8973
70,0.9135,0.9024
71,0.9176,0.9090
72,0.9154,0.9056
73,0.9144,0.9034
74,0.9141,0.9016
75,0.9064,0.8945
76,0.9097,0.8956
77,0.9140,0.9007
78,0.9101,0.8965
79,0.9086,0.8981
80,0.9054,0.8944
81,0.9094,0.8976
82,0.9145,0.9021
83,0.9111,0.8971
84,0.9025,0.8926
85,0.9122,0.9011
86,0.9132,0.9017
87,0.9174,0.9086
88,0.9124,0.8992
89,0.9094,0.8962
90,0.9153,0.9003
91,0.9125,0.9009
92,0.9121,0.9039
93,0.9156,0.9032
94,0.9090,0.8986
95,0.9125,0.9014
96,0.9163,0.9045
97,0.9125,0.9032
98,0.9152,0.9034
99,0.9113,0.8993
100,0.9144,0.9023
101,0.9122,0.8967
102,0.9089,0.8984
103,0.9154,0.9044
104,0.9034,0.8936
105,0.9129,0.8988
106,0.9103,0.8992
107,0.9126,0.9008
108,0.9149,0.9042
109,0.9140,0.9026
110,0.9120,0.8939
111,0.9132,0.9039
112,0.9106,0.8993
113,0.9160,0.9035
114,0.9139,0.8996
115,0.9148,0.9014
116,0.9013,0.8887
117,0.9166,0.9026
118,0.9097,0.8976
119,0.9102,0.8966
120,0.9006,0.8864
121,0.9131,0.8994
122,0.9122,0.8974
123,0.9121,0.8983
124,0.9121,0.8991
125,0.9118,0.9000
126,0.9163,0.9023
127,0.9121,0.8989
128,0.9139,0.9033
129,0.9127,0.9002
130,0.9153,0.9013
131,0.9112,0.8980
132,0.9116,0.8987
133,0.9091,0.8980
134,0.9139,0.9001
135,0.9125,0.8968
136,0.9108,0.8976
137,0.9130,0.8988
138,0.9144,0.9006
139,0.9083,0.8936
140,0.9101,0.8992
141,0.9043,0.8942
142,0.9164,0.9006
143,0.9130,0.8970
144,0.9121,0.8960
145,0.9145,0.8993
146,0.9081,0.8924
147,0.9103,0.8965
148,0.9131,0.9015
149,0.9091,0.8954
150,0.9155,0.9021
151,0.9119,0.8987
152,0.9129,0.8979
153,0.9064,0.8949
154,0.9177,0.9036
155,0.9114,0.8988
156,0.9145,0.8996
157,0.9115,0.8972
158,0.9123,0.9000
159,0.9145,0.9053
160,0.9143,0.8985
161,0.9143,0.9011
162,0.9096,0.8975
163,0.9151,0.8999
164,0.9127,0.8955
165,0.9026,0.8882
166,0.9128,0.8979
167,0.9144,0.9000
168,0.9168,0.9035
169,0.9108,0.8953
170,0.9138,0.8973
171,0.9112,0.8994
172,0.9160,0.9031
173,0.9122,0.9013
174,0.9132,0.8996
175,0.9118,0.8989
176,0.9122,0.8968
177,0.9075,0.8938
178,0.9149,0.9004
179,0.9050,0.8924
180,0.9124,0.8982
181,0.9107,0.8944
182,0.9116,0.8979
183,0.9140,0.8973
184,0.9139,0.8979
185,0.9055,0.8858
186,0.9128,0.8996
187,0.9148,0.9004
188,0.9093,0.8930
189,0.9092,0.8939
190,0.9153,0.8989
191,0.9109,0.8965
192,0.9126,0.8992
193,0.9137,0.8991
194,0.9169,0.9032
195,0.9114,0.8964
196,0.9144,0.8995
197,0.9074,0.8923
198,0.9158,0.9020
199,0.8974,0.8791
200,0.9094,0.8985
